predecessorID,successorID,relationship,lagtime
2513E55R000CV80025,2513C81R690AR00014,FS,0
2513E55R000CV15200,2513E55R000CV15205,FS,0
2513E55R000CV15210,2513E55R000CV35630,SS,0
2513E55R000CV15220,2513E55R000CV15225,FS,0
2513E55R000CV15220,2513E55R000CV15340,SS,3
2513E55R000CV15230,2513E55R000CV15235,FS,0
2513E55R000CV15230,2513E55R000CV35750,SS,0
2513E55R000CV15290,2513E55R000CV15295,FS,0
2513E55R000CV15010,2513E55R000CV15015,FS,0
2513E55R000CV15060,2513E55R000CV15070,SS,0
2513E55R000CV15070,2513E55R000CV15080,SS,0
2513E55R000CV15090,2513E55R000CV15100,SS,31
2513E55R000CV15120,2513E55R000CV15125,FS,0
2513E55R000CV15320,2513E55R000CV35210,SS,0
2513E55R000CV15015,2513C72R000CV01010,FS,0
2513E55R000CV15035,2513C40R520CV00083,FS,0
2513E55R000CV15045,2513C40R520CV00083,FS,0
2513E55R000CV15055,2513C40R520CV00084,FS,0
2513E55R000CV15075,2513C72R730CV00077,FS,0
2513E55R000CV15115,2513C99R230CV00082,SS,52
2513E55R000CV15155,2513C40R460CV00072,FS,0
2513E55R000CV15295,2513C40R600CV00072,FS,0
2513E55R000CV15325,2513C50R430ME00075,FS,0
2513E55R000CV15355,2513C60R540CV00084,FS,0
2513E55R000CV15365,2513C60R555CV00082,FS,0
2513E55R000CV15140,2513E55R000CV15150,SS,0
2513E55R000CV15180,2513E55R000CV15185,FS,0
2513E55R000GE10020,2513M55R000ML40040,FS,3
2513E55R000GE10030,2513M55R000ML40050,FS,30
2513E55R000GE10110,2513G55R000CM00020,FS,601
2513E55R000GE10070,2513E55R000GE10110,SS,0
2513E55R000PC10285,2513E55R000PC10290,SS,81
2513E55R000PC10310,2513E55R000PC10330,SS,0
2513E55R000PC10320,2513E55R000PI20010,FS,0
2513E55R000PC10050,2513E55R000PC10055,FS,0
2513E55R000PC90010,2513E55R000PC90011,FS,0
2513E55R000PC90020,2513E55R000PC90030,SS,0
2513E55R000PC90070,2513E55R000PC90071,FS,0
2513E55R000PC99900,2513M55R000ML10130,FS,0
2513E55R000PC90031,2513E55R000HS10065,FS,0
2513E55R000PC90051,2513E55R000PC90081,SS,0
2513E55R000PC90061,2513E55R000PC90030,SS,0
2513E55R000PC10210,2513M55R000ML10070,FS,0
2513E55R000PC10220,2513M55R000ML10070,FS,0
2513E55R000PC10200,2513E55R000PC10220,SS,0
2513E55R000PC10245,2513E55R000PC10250,FS,0
2513E55R000PC10075,2513P55R000PI18020,FS,0
2513E55R000PC10110,2513E55R000PC10115,FS,0
2513E55R000PC10095,2513P60R555ME11020,SS,0
2513E55R000PC10095,2513E55R000PC10210,SS,140
2513E55R000PC10155,2513E55R000PC10210,FS,0
2513E55R000PC10350,2513E55R000PC10355,FS,0
2513E55R000PC10030,2513M55R000ML55010,FS,0
2513E55R000PC10030,2513E55R000PC10035,FS,0
2513E55R000PC10030,2513E55R000EL12010,SS,29
2513E55R000PC10030,2513E55R000PI15010,FS,92
2513E55R000PC10030,2513E55R000PC10090,SS,29
2513E55R000PC10030,2513E55R000WT10010,SS,35
2513E55R000PC10045,2513E55R000PC99900,FS,409
2513E55R000PC10065,2513P55R000PI27020,FS,0
2513E55R000PC10065,2513P55R000PI12020,FS,0
2513E55R000FF35020,2513C72R730ME00072,FS,0
2513E55R000FF35015,2513E55R000FF35020,SS,0
2513E55R000FF20020,2513E55R000WT20050,SS,0
2513E55R000FF20040,2513C72R730ME00072,FS,0
2513E55R000FF30010,2514E88R000FF90040,SS,0
2513E55R000FF30010,2513E55R000FF30015,FS,0
2513E55R000FF30010,2513E55R000LE00100,SS,0
2513E55R000FF15130,2513E55R000FF15140,FS,0
2513E55R000FF15140,2513E55R000FF15145,FS,0
2513E55R000FF15170,2513E55R000FF15180,FS,0
2513E55R000FF15170,2514E55R000FF10030,SS,0
2513E55R000FF15125,2513P55R000FF13020,FF,0
2513E55R000FF15135,2513P55R000FF10020,FS,0
2513E55R000WT20020,2513E55R000WT20025,FS,0
2513E55R000WT20080,2513E55R000WT20085,FS,0
2513E55R000WT20045,2513C30R570WT00073,FS,0
2513E55R000WT20055,2513C40R520WT00071,FS,0
2513E55R000WT20075,2513C40R530WT00072,FS,0
2513E55R000WT20085,2513C30R570WT00073,FS,0
2513E55R000WT10045,2513P30R570WT10020,FS,0
2513E55R000WT10010,2513E55R000WT10015,FS,0
2513E55R000WT10010,2513P40R520WT10010,FS,0
2513E55R000WT10010,2513E88R000WT90060,SS,25
2513E55R000WT10040,2513E55R000WT20040,FS,0
2513E88R000WT90011,2513C40R520WT00071,FS,0
2513E88R000WT90040,2513E88R000WT90041,FS,0
2513E88R000WT90050,2513P30R570WT10010,FS,0
2513E88R000WT90060,2513E88R000WT90061,FS,0
2513E55R000EL19015,2513C91R000EL00010,FS,0
2513E55R000EL19015,2513C82R000EL00020,FS,0
2513E55R000EL19015,2513C99R000EL00020,FS,0
2513E55R000EL19015,2513C40R000EL00020,FS,0
2513E55R000EL45035,2513C50R000EL00010,FS,0
2513E55R000EL45045,2513C88R980IN00010,FS,0
2513E55R000EL45045,2513C91R990EL00010,FS,0
2513E55R000EL45010,2513E55R000EL45020,SS,61
2513E55R000EL45030,2513E55R000EL45035,FS,0
2513E55R000EL45020,2514E55R000EL65010,SS,0
2513E55R000EL45020,2513E55R000EL50240,SS,0
2513E55R000EL55020,2513E55R000EL55040,SS,61
2513E55R000EL55040,2514E55R000EL75020,SS,0
2513E55R000EL55035,2513C00R960EL00020,FS,0
2513E55R000EL55035,2513C40R000EL00010,FS,0
2513E55R000EL55035,2513C30R960EL00020,FS,0
2513E55R000EL55045,2513E55R000EL55050,FF,0
2513E55R000EL55055,2513C71R960EL00020,FS,0
2513E55R000EL12070,2513P55R000EL23010,SS,0
2513E55R000EL12040,2513E55R000EL12050,SS,0
2513E55R000EL12035,2513P55R000EL10020,FF,0
2513E55R000EL30045,2513C50R000EL00020,FS,0
2513E55R000EL30045,2513C82R690AR00013,FS,0
2513E55R000EL30045,2513C91R000EL00020,FS,0
2513E55R000EL30045,2513C00R000EL00020,FS,0
2513E55R000EL30045,2514C81S000EL00020,FS,0
2513E55R000EL30010,2513E55R000EL30015,FS,0
2513E55R000EL30020,2513E55R000EL30025,FS,0
2513E55R000EL30040,2513E55R000EL30045,FS,0
2513E55R000EL30040,2513C99R935EL00010,FS,0
2513E55R000EL30025,2513C50R000EL00020,FS,0
2513E55R000EL30025,2513C71R000EL00020,FS,0
2513E55R000EL30025,2513C00R935EL00010,FS,0
2513E55R000EL14070,2513C88R935EL00020,FS,0
2513E55R000EL14070,2513C30R935EL00020,FS,0
2513E55R000EL14070,2513C71R935EL00020,FS,0
2513E55R000EL14015,2513E55R000EL16015,SS,0
2513E55R000EL20015,2513C50R000EL00020,FS,0
2513E55R000EL20015,2513C88R000EL00020,FS,0
2513E55R000EL20015,2513C99R000EL00020,FS,0
2513E55R000EL90130,2513P55R000EL16010,FS,0
2513E55R000EL90140,2513P55R000EL23010,FS,0
2513E55R000EL90180,2513P55R000EL20010,FS,0
2513E55R000EL23055,2513P55R000EL22010,FS,25
2513E55R000EL23020,2513E55R000EL23030,SS,0
2513E55R000EL23020,2513E55R000EL23025,FS,0
2513E55R000EL15015,2513E55R000EL19015,FS,0
2513E55R000EL22010,2513P55R000EL11010,FS,0
2513E55R000EL16020,2513E55R000AR22020,SS,0
2513E55R000EL16025,2513C71R990EL00010,FS,0
2513E55R000EL16025,2513C99R960EL00030,FS,0
2513E55R000EL16025,2513C50R960EL00030,FS,0
2513E55R000EL16025,2513C91R990EL00010,FS,0
2513E55R000EL21015,2513C91R980IN00010,FS,0
2513E55R000EL10020,2513E55R000EL10030,FS,0
2513E55R000EL10130,2513P55R000EL19010,FS,0
2513E55R000EL10130,2513P55R000EL18010,SS,0
2513E55R000EL10140,2513E55R000EL10160,SS,0
2513E55R000EL10170,2513P55R000EL14010,SS,0
2513E55R000EL10190,2513P55R000EL15010,SS,0
2513E55R000EL10220,2513E55R000EL10225,FS,0
2513E55R000EL10075,2513E55R000EL90130,SS,0
2513E55R000EL10175,2513C40R000EL00040,FS,0
2513E55R000EL10175,2513C20R000EL00040,FS,0
2513E55R000EL10195,2513C60R000EL00030,FS,0
2513E55R000EL10205,2513E55R000EL90180,FS,51
2513E55R000EL10205,2513E55R000EL90200,FS,0
2513E55R000EL13025,2513E55R000EL40045,FS,0
2513E55R000EL50275,2513E55R000EL50280,FF,0
2513E55R000EL50285,2513C71R960EL00030,FS,0
2513E55R000EL50335,2513C00R960EL00030,FS,0
2513E55R000EL50335,2513C81R960EL00030,FS,0
2513E55R000EL50335,2513C82R960EL00030,FS,0
2513E55R000EL50355,2513C88R960EL00030,FS,0
2513E55R000EL50355,2513C81R960EL00030,FS,0
2513E55R000EL50405,2513C91R000EL00010,FS,0
2513E55R000EL50320,2513E55R000EL50330,FS,0
2513E55R000EL50330,2513E55R000EL50335,FS,0
2513E55R000EL50370,2513E55R000EL50375,FS,0
2513E55R000EL50380,2513E55R000EL50385,FS,0
2513E55R000EL50390,2513E55R000EL50360,SS,0
2513E55R000EL50140,2513E55R000EL50145,FS,0
2513E55R000EL50170,2513E55R000EL50175,FS,0
2513E55R000EL50170,2513E55R000EL50180,FS,0
2513E55R000EL50190,2513E55R000EL50195,FS,0
2513E55R000EL50220,2513E55R000EL55020,SS,0
2513E55R000EL50260,2513E55R000EL50265,FS,0
2513E55R000EL50260,2514E55R000EL70130,SS,0
2513E55R000EL50120,2513E55R000EL50140,SS,61
2513E55R000EL50055,2513C40R000EL00010,FS,0
2513E55R000EL50075,2513E55R000EL50080,FF,0
2513E55R000EL50105,2513C30R000EL00010,FS,0
2513E55R000EL50105,2513C71R000EL00010,FS,0
2513E55R000EL50155,2513C82R000EL00010,FS,0
2513E55R000EL50155,2513C92R000EL00010,FS,0
2513E55R000EL50155,2513C71R960EL00010,FS,0
2513E55R000EL50155,2513C91R000EL00010,FS,0
2513E55R000EL50165,2513E55R000EL50200,FS,0
2513E55R000EL50185,2513C00R960EL00010,FS,0
2513E55R000EL50185,2513C30R960EL00010,FS,0
2513E55R000EL50205,2513C20R960EL00010,FS,0
2513E55R000EL50205,2513C30R960EL00010,FS,0
2513E55R000EL50205,2513C40R960EL00010,FS,0
2513E55R000EL50205,2513C60R960EL00010,FS,0
2513E55R000EL40025,2513C71R935EL00020,FS,0
2513E55R000EL40045,2513C55R935EL00020,FS,0
2513E55R000EL40055,2513E55R000EL40060,FF,0
2513E55R000EL40085,2513C91R935EL00020,FS,0
2513E55R000EL40040,2513E55R000EL40045,FS,0
2513E55R000EL40015,2513E55R000EL40020,FF,0
2513E55R000EL35020,2513C81R945EL00010,FF,0
2513E55R000EL35020,2513C88R945EL00010,FS,0
2513E55R000EL35020,2513C40R945EL00010,FS,0
2513E55R000EL35030,2514E55R000EL55010,SS,109
2513E55R000EL35015,2513P55R000EL25020,FS,0
2513E55R000EL35025,2513P55R000EL25020,SS,0
2513E55R000EL35045,2513C00R945EL00010,FS,0
2513E55R000EL35010,2513E55R000EL35020,FS,0
2513E55R000EL90010,2513E55R000EL90020,SS,0
2513E55R000EL90020,2513E55R000EL90021,FS,0
2513E55R000EL90021,2513C50R000EL00040,FS,0
2513E55R000EL90031,2513E55R000EL12055,FS,0
2513E88R000ST32010,2513E88R000ST32030,SS,14
2513E88R000ST32040,2513E88R000ST32045,FS,0
2513E88R000ST29010,2513E88R000ST30010,SS,7
2513E88R000ST29030,2513E88R000ST29040,FS,0
2513E88R000ST29045,2513C88R699SS00050,FS,0
2513E88R000ST45015,2513E88R000ST45020,FF,0
2513E88R000ST45030,2513E88R000ST46010,SS,0
2513E88R000ST36010,2513E88R000ST36030,SS,16
2513E88R000ST36035,2513E88R000ST36040,FF,0
2513E88R000ST43030,2513E88R000ST44010,SS,13
2513E88R000ST38045,2513C88R699CV00033,FS,8
2513E88R000ST40025,2513C88R699SS00035,FS,0
2513E88R000ST39010,2513E88R000ST39020,FS,0
2513E88R000ST39035,2513E88R000ST39040,FF,0
2513E88R000ST12240,2513C88R699CV00038,FS,0
2513E88R000ST12310,2513E88R000ST12030,SS,0
2513E88R000ST12060,2513E88R000ST12065,FS,0
2513E88R000ST12080,2513E88R000ST12210,SS,0
2513E88R000ST12090,2513E88R000ST12095,FS,0
2513E88R000ST12130,2513E88R000ST12135,FS,0
2513E88R000ST12140,2513E88R000ST12090,SS,21
2513E88R000ST12065,2513C88R699CV00025,SS,0
2513E88R000ST12085,2513C88R699CV00026,FS,0
2513E88R000ST12175,2513C88R699CV00019,SS,0
2513E88R000ST12250,2513E88R000ST12255,FS,0
2513E88R000ST10020,2513E88R000ST12310,SS,56
2513E88R000ST28045,2513C88R699SS00025,FS,0
2513E88R000ST34030,2513E88R000ST34040,FS,0
2513E88R000ST23040,2513M55R000ML55100,FS,0
2513E88R000ST23015,2513E88R000ST23020,FF,0
2513E88R000ST23025,2513C88R699SS00013,FS,0
2513E88R000ST30010,2513E88R000ST32010,SS,15
2513E88R000ST30025,2513C88R699SS00026,FS,0
2513E88R000ST30045,2513C88R699CV00026,FS,0
2513E88R000ST11025,2513E88R000ST28010,FS,0
2513E88R000ST42030,2513E88R000ST42035,FS,0
2513E88R000ST25040,2513E88R000ST25045,FS,0
2513E88R000ST24030,2513E88R000ST24035,FS,0
2513E88R000ST47045,2513E88R000ST99900,FS,0
2513E88R000ST47020,2513E88R000ST47025,FS,0
2513E88R000ST47025,2513E88R000ST99900,FS,217
2513E88R000ST27020,2513E88R000ST27025,FS,0
2513E88R000ST27030,2513E88R000ST31010,SS,25
2513E88R000ST26035,2513E88R000ST26040,FF,0
2513E88R000ST44030,2513E88R000ST44035,FS,0
2513E88R000ST44040,2513E88R000ST44045,FS,0
2513E88R000ST44025,2513C30R410ST00071,FS,0
2513E88R000ST37010,2513E88R000ST37030,SS,16
2513E88R000ST37010,2513E88R000ST37015,FS,0
2513E88R000ST33040,2513C88R699CV00038,FS,4
2513E88R000ST33025,2513C88R699SS00038,FS,0
2513E88R000ST35015,2513E88R000ST35020,FF,0
2513E55R000AR86010,2513E55R000AR86030,SS,0
2513E55R000AR76030,2513E55R000AR76035,FS,0
2513E55R000AR76011,2513E55R000AR76016,FS,0
2513E55R000AR76010,2513E55R000AR76015,FS,0
2513E55R000AR79010,2513E55R000AR79011,FS,0
2513E55R000AR79030,2513E55R000AR70010,SS,0
2513E55R000AR21010,2513E55R000AR21020,FS,0
2513E55R000AR21030,2513E55R000AR21010,SS,0
2513E55R000AR21040,2513E55R000AR21045,FS,0
2513E55R000AR72036,2513C00R690AR00017,FS,0
2513E55R000AR74016,2513C55R690AR00027,FS,0
2513E55R000AR24025,2513E55R000AR25025,FS,0
2513E55R000AR24030,2513E55R000AR24035,FS,0
2513E55R000AR24030,2513E55R000AR24040,FS,0
2513E55R000AR81036,2513C60R690AR00016,FS,0
2513E55R000AR80010,2513E55R000AR80030,SS,0
2513E55R000AR80030,2513E55R000AR80035,FS,0
2513E55R000AR80035,2513E55R000AR80036,FS,0
2513E55R000AR88010,2513E55R000AR88015,FS,0
2513E55R000AR88035,2513E55R000AR88036,FS,0
2513E55R000AR88036,2513C40R690AR00015,FS,0
2513E55R000AR87010,2513E55R000AR87011,FS,0
2513E55R000AR87010,2513E55R000AR87030,SS,0
2513E55R000AR87030,2513E55R000AR88010,SS,0
2513E55R000AR82010,2513E55R000AR82030,SS,0
2513E55R000AR82035,2513E55R000AR82036,FS,0
2513E55R000AR70010,2513E55R000AR70011,FS,0
2513E55R000AR70030,2513E55R000AR70035,FS,0
2513E55R000AR70036,2513C55R690EW00021,FS,0
2513E55R000AR36025,2513C99R690AR00013,FS,0
2513E55R000AR36035,2513E55R000AR36040,FF,0
2513E55R000AR91035,2513E55R000AR91036,FS,0
2513E55R000AR91010,2513E55R000AR91015,FS,0
2513E55R000AR22030,2513E55R000AR22010,SS,0
2513E55R000AR22030,2513E55R000AR22035,FS,0
2513E55R000AR29020,2513E55R000AR29025,FS,0
2513E55R000AR29010,2513E55R000AR29030,SS,0
2513E55R000AR33010,2513E55R000AR33030,SS,0
2513E55R000AR96010,2513E55R000AR96015,FS,0
2513E55R000AR96010,2513E55R000AR96030,SS,0
2513E55R000AR96015,2513E55R000AR96016,FS,0
2513E55R000AR96035,2513E55R000AR96036,FS,0
2513E55R000AR85011,2513C55R690AR00025,FS,0
2513E55R000AR85031,2513C55R690AR00025,FS,0
2513E55R000AR85031,2513E55R000AR85035,FF,0
2513E55R000AR83010,2513E55R000AR83030,SS,0
2513E55R000AR83035,2513C55R690AR00024,FS,0
2513E55R000AR85015,2513E55R000AR85016,FS,0
2513E55R000AR85030,2513E55R000AR79010,SS,0
2513E55R000AR83016,2513C55R690AR00025,FS,0
2513E55R000AR92015,2513E55R000AR92016,FS,0
2513E55R000AR27015,2513E55R000AR27020,SS,0
2513E55R000AR27015,2513C92R690AR00019,FS,0
2513E55R000AR71030,2513E55R000AR71035,FS,0
2513E55R000AR71030,2513E55R000AR71031,FS,0
2513E55R000AR23010,2513E55R000AR23030,SS,0
2513E55R000AR23025,2513C92R690AR00013,FS,0
2513E55R000AR28045,2513C00R690AR00013,FS,0
2513E55R000AR25015,2513C91R690AR00016,FS,0
2513E55R000AR25015,2513E55R000AR25020,SS,0
2513E55R000AR77010,2513E55R000AR77011,FS,0
2513E55R000AR77016,2513E55R000AR77036,SS,0
2513E55R000AR75035,2513C20R690AR00011,FS,0
2513E55R000AR75036,2513C20R690AR00015,FS,0
2513E55R000AR32010,2513E55R000AR32015,FS,0
2513E55R000AR32020,2513E55R000AR32025,FS,0
2513E55R000AR20015,2513E55R000AR20020,SS,0
2513E55R000AR95010,2513E55R000AR95015,FS,0
2513E55R000AR95015,2513E55R000AR95016,FS,0
2513E55R000AR94036,2513C40R690AR00022,FS,0
2513E55R000AR31035,2513E55R000AR31040,FF,0
2513E55R000AR93010,2513E55R000AR93015,FS,0
2513E55R000AR93010,2513E55R000AR93011,FS,0
2513E55R000AR93030,2513E55R000AR93031,FS,0
2513E55R000AR34015,2513E55R000AR34020,SS,0
2513E55R000AR78010,2513E55R000AR78030,SS,0
2513E55R000PI35010,2513M55R000ML55050,FS,0
2513E55R000PI35010,2513E55R000PI35020,FS,0
2513E55R000PI35020,2513E55R000PI90120,SS,113
2513E55R000PI30110,2513C88R150PI00075,FS,0
2513E55R000PI30025,2513E55R000PI99900,FS,0
2513E55R000PI30075,2513E55R000PI99900,FS,0
2513E55R000PI30135,2513C71R000PI00110,FS,0
2513E55R000PI10075,2513E55R000PI99900,FS,206
2513E55R000PI10020,2513E55R000PI10030,SS,0
2513E55R000PI10040,2513E55R000PI10045,FS,0
2513E55R000PI10040,2513E55R000FF20010,SS,21
2513E55R000PI90040,2513E55R000PI90041,FS,0
2513E55R000PI90140,2513E55R000PI90170,SS,0
2513E55R000PI90220,2513E55R000PI90250,SS,0
2513E55R000PI90250,2513P55R000PI24010,FS,0
2513E55R000PI90260,2513E55R000PI90310,SS,0
2513E55R000PI90270,2513P55R000PI26010,FS,0
2513E55R000PI90280,2513P55R000PI27010,FS,0
2513E55R000PI90290,2513E55R000PI90660,SS,0
2513E55R000PI90310,2513E55R000PI90340,SS,0
2513E55R000PI90330,2513P55R000PI34010,FS,0
2513E55R000PI90390,2513P55R000PI38010,FS,0
2513E55R000PI90440,2513E55R000PI90460,SS,0
2513E55R000PI90550,2513P55R000PI54010,FS,0
2513E55R000PI90560,2513E55R000PI90570,SS,11
2513E55R000PI90630,2513P55R000PI65010,FS,0
2513E55R000PI25065,2513E55R000PI99900,FS,0
2513E55R000PI25075,2513C88R000PI00110,FS,0
2513E55R000PI25115,2513E55R000PI99900,FS,0
2513E55R000PI25010,2513E55R000PI30130,SS,86
2513E55R000PI25030,2513C00R000PI00071,SS,0
2513E55R000PI25050,2513C30R000PI00110,FS,0
2513E55R000PI25070,2513C50R000CV00110,SS,0
2513E55R000PI25090,2513E55R000PI25095,FS,0
2513E55R000PI25100,2513C40R000CV00110,SS,0
2513E55R000PI25110,2513C60R000CV00110,FS,0
2513E55R000PI15010,2513E55R000PI25010,FS,0
2513E55R000PI15040,2513E55R000PI15045,FS,0
2513E55R000PI15025,2513E55R000PI20015,FS,0
2513E55R000PI15035,2513C50R000CV00110,FS,0
2513E55R000PI15035,2513C72R000CV00110,FS,0
2513E55R000PI15035,2513C30R000CV00110,FS,0
2513E55R000PI20120,2513E55R000PI20130,SS,0
2513E55R000PI20015,2513C10R150PI00075,FS,0
2513E55R000PI20085,2513C10R150PI00075,FS,0
2513E55R000PI20010,2513C88R150PI00075,FS,0
2513E55R000PI20050,2513E55R000PI20060,SS,0
2513E55R000PI20050,2513E55R000PI20055,FS,0
2513E55R000PI20060,2513E55R000PI20065,FS,0
2513E55R000PI20060,2513E55R000PI20070,SS,0
2513E55R000PI20070,2513E55R000PI30060,SS,0
2514C10S480ME00071,2513F55R900CM00020,FS,4
2514C81S000EL00010,2513M55R000ML20470,FS,0
2514C81S935EL00010,2514C81S960EL00010,SS,23
2514C81S000EL00010,2514C81S000EL00020,SS,13
2514C81S960EL00020,2514C81S990EL00010,FS,0
2514C81S660HV00074,2514F55S910CM00020,FS,0
2514C81S690AR00011,2514C55S000LE00010,SS,0
2514C55R000TP00034,2514C55S000LE00090,FF,0
2514C55S000EW10020,2513C55R000EW10190,FS,0
2514C55S000EW00020,2514C55S000EW00030,SS,7
2514C55S000EW10030,2514C81S940CV00071,FS,0
2514C55S000EW00010,2514C55S000EW00040,FS,0
2514F55S910CM00020,2514M55S000ML10180,FS,0
2514F55S910CM00030,2514F55S910CM00040,FS,0
2514F55S480CM00010,2514G55S480CM00010,FS,0
2514G55S480CM00010,2514M55S000ML10490,FS,0
2514M55S000ML10140,2513G55R000CM00300,FS,0
2514M55S000ML10120,2514M55S000ML10130,FS,0
2514M55S000ML10250,2514M55S000ML10260,FS,0
2514M55S000ML10200,2514M55S000ML10210,FS,0
2514M55S000ML10280,2514M55S000ML10290,FS,0
2514M55S000ML10400,2514M55S000ML10410,FS,0
2514M55S000ML10150,2514M55S000ML10160,FS,0
2514E55R000CV30015,2514C55S000EW10030,FS,0
2514E55R000CV60025,2513M55R000ML57220,FS,0
2514E55R000AR10030,2514E55R000AR10035,FS,0
2514E55R000AR10045,2514E55R000AR99900,FS,336
2514E55R000AR10015,2514E55R000AR10020,FF,0
2514E55R000EL40015,2514P55S000EL13020,FS,0
2514E55R000EL40035,2514P55S000EL13020,FS,0
2514E55R000EL40030,2514E55R000EL40035,FS,0
2514E55R000EL90261,2513P55R000EL11020,FS,0
2514E55R000EL90276,2513P55R000EL10020,FS,0
2514E55R000EL90296,2513P55R000EL13020,FS,0
2514E55R000EL90316,2513P55R000EL11020,FS,0
2514E55R000EL90250,2514E55R000EL90260,SS,0
2514E55R000EL90260,2514E55R000EL90270,SS,0
2514E55R000EL90280,2514E55R000EL90290,SS,0
2514E55R000EL90290,2514E55R000EL90295,FS,0
2514E55R000EL99900,2514F55S930CM00010,FS,0
2514E55R000EL75030,2513C82R690AR00013,FS,0
2514E55R000EL75035,2514C81S960EL00020,FS,0
2514E55R000EL50025,2513C20R935EL00010,FS,0
2514E55R000EL50025,2514C81S935EL00010,FS,0
2514E55R000EL60010,2514E55R000EL60020,FS,0
2514E55R000EL60020,2513C91R690AR00013,FS,0
2514E55R000EL60040,2514E55R000EL60045,FS,0
2514E55R000EL55010,2514E55R000EL55020,FS,0
2514E55R000EL55025,2514P55S000EL13020,SS,0
2514E55R000EL70155,2513C50R960EL00030,FS,0
2514E55R000EL70155,2513C81R960EL00030,FS,0
2514E55R000EL70155,2513C60R960EL00030,FS,0
2514E55R000EL70030,2513C82R690AR00013,FS,0
2514E55R000EL70110,2514E55R000EL70120,FS,0
2514E55R000EL70120,2513C81R690AR00013,FS,0
2514E55R000EL70035,2514C81S000EL00010,FF,0
2514E55R000EL70035,2514C81S000EL00010,FS,0
2514E55R000EL70045,2514M55S000ML10080,FS,0
2514E55R000EL70085,2514E55R000EL70090,FF,0
2514E55R000EL70105,2514M55S000ML10080,FS,0
2514E55R000EL70125,2513C92R960EL00030,FS,0
2514E55R000EL70125,2513C60R960EL00030,FS,0
2514E55R000EL70125,2513C91R960EL00030,FS,0
2514E55R000EL70125,2514C81S000EL00010,FS,0
2514E55R000HV10085,2513C82R660HV00078,FS,0
2514E55R000HV10085,2514C81S660HV00074,FS,0
2514E88R000FF90050,2514E88R000FF90055,FS,0
2514E88R000FF90055,2514E88R000FF90056,FS,0
2514E55R000FF20015,2514E55R000FF20020,FF,0
2514E55R000FF10030,2514E55R000FF10040,FS,0
2514E55R000FF10025,2514M55S000ML10100,FS,0
2514E55R000PI90100,2514E55R000PI90101,FS,0
2514E55R000PI90076,2514E55R000PI90081,FS,0
2514E55R000PI90070,2514E55R000PI90075,FS,0
2514E55R000PI90021,2513C88R150PI00075,FS,0
2514P82S480ME10020,2514P82S480ME10030,FS,0
2514P55S000EL19010,2514M55S000ML10370,FS,0
2514P55S000EL11010,2514P55S000EL11020,FS,0
2514P55S000EL16010,2514P55S000EL16020,FS,0
2514P55S000EL16020,2514M55S000ML10400,FS,0
2514P55S000EL16030,2514C81S945EL00010,FS,0
2514P55S000EL15030,2514C81S935EL00020,FS,0
2514P55S000EL10030,2514M55S000ML10170,FF,0
2514P55S000EL12020,2514P55S000EL12030,FS,0
2514P55S000EL12030,2514C81S990EL00010,FS,0
2514E55S000LE00040,2514E55R000EL70065,FF,0
2514E55S000LE00060,2514E55R000FF20025,FF,0
2513M55R000ML55020,2513E55R000PC10045,FS,0
2513M55R000ML55040,2513E55R000PI15045,FS,0
2513M55R000ML56170,2513P55R000PI10020,FS,0
2513M55R000ML56170,2513P55R000PI13020,FS,0
2513M55R000ML57150,2513F55R460CM00280,FS,0
2513M55R000ML00035,2513C20R210LL00083,FS,0
2513M55R000ML00036,2513C60R510LL00071,FS,0
2513M55R000ML00020,2513E55R000PI90010,FS,16
2513M55R000ML00020,2513C55R000EW10310,FS,0
2513M55R000ML00039,2513M55R000ML00060,FS,0
2513M55R000ML57220,2513G55R000CM00300,FS,0
2513M55R000ML57240,2513G55R000CM00300,FS,0
2513M55R000ML57410,2513C99R230ME00013,FS,42
2513M55R000ML57420,2513C60R510LL00072,FS,67
2513M55R000ML57440,2513C20R210LL00083,FS,56
2513M55R000ML57440,2513C20R210LL00082,FS,56
2513M55R000ML57460,2514C81S910EL00071,FS,60
2513M55R000ML57480,2513C99R230CV00080,FS,0
2513M55R000ML40140,2514C81S690AR00011,FS,0
2513M55R000ML57200,2513M55R000ML40500,FS,20
2513M55R000ML40160,2513M55R000ML40110,FS,0
2513M55R000ML40170,2513M55R000ML40100,FS,20
2513M55R000ML40102,2513C55R000EW10140,FS,1
2513M55R000ML40230,2513C55R000EW10180,FS,0
2513M55R000ML40240,2513C55R000EW10130,FS,0
2513M55R000ML40010,2513C88R699CV00037,FS,0
2513M55R000ML40050,2513C55R000EW10090,FS,0
2513M55R000ML40060,2513C55R000EW00001,FS,0
2513M55R000ML40090,2513C55R000EW10090,FS,0
2513M55R000ML40090,2513C55R000EW00001,FS,0
2513M55R000ML40100,2513M55R000ML40101,FS,18
2513M55R000ML40130,2513C88R699CV00013,FS,0
2513M55R000ML20320,2513F55R510CM00330,FS,0
2513M55R000ML20420,2513F55R210CM00340,FS,0
2513M55R000ML20470,2513C00R000EL00020,FS,0
2513M55R000ML20080,2513E55R000IN15100,FS,0
2513M55R000ML10420,2513M55R000ML10530,FS,0
2513M55R000ML10540,2513G55R000CM00300,FS,0
2513M55R000ML10550,2513G55R000CM00300,FS,0
2513M55R000ML10450,2513M55R000ML10560,FS,0
